id,EmployeeID,department_id,level_id,Job_Profile,Compensation,Bonus_%
2021,104001,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1245,104002,d002,KSETO3,JP_1016,"70,000.00",0.15
1246,104003,d002,KSETO3,JP_1016,"70,000.00",0.15
1897,104004,d002,9OLSAT,JP_1018,,0.15
1898,104005,d002,9OLSAT,JP_1018,,0.15
311,104006,d002,KSETO3,JP_1015,"55,000.00",0.15
2022,104007,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
2023,104008,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
4249,104009,d005,9OLSAT,JP_1040,"140,000.00",0.15
4250,104010,d005,9OLSAT,JP_1040,"140,000.00",0.15
3349,104011,d005,KSETO3,JP_1038,"110,000.00",0.15
3894,104012,d005,2Q35MD,JP_1039,"200,000.00",0.2
3895,104013,d005,2Q35MD,JP_1039,"200,000.00",0.2
4251,104014,d005,9OLSAT,JP_1040,"140,000.00",0.15
3896,104015,d005,2Q35MD,JP_1039,"200,000.00",0.2
3350,104016,d005,KSETO3,JP_1038,"110,000.00",0.15
1632,104017,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1247,104018,d002,KSETO3,JP_1016,"70,000.00",0.15
4252,104019,d005,9OLSAT,JP_1040,"140,000.00",0.15
4253,104020,d005,9OLSAT,JP_1040,"140,000.00",0.15
3351,104021,d005,KSETO3,JP_1038,"110,000.00",0.15
3897,104022,d005,2Q35MD,JP_1039,"200,000.00",0.2
1741,104023,d001,KSETO3,JP_1005,"50,000.00",0.15
1248,104024,d002,KSETO3,JP_1016,"70,000.00",0.15
4422,104025,d004,6O0MT2,JP_1035,"75,000.00",0.1
1394,104026,d004,2Q35MD,JP_1030,"175,000.00",0.2
4423,104027,d004,6O0MT2,JP_1035,"75,000.00",0.1
2024,104028,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
701,104029,d004,KSETO3,JP_1029,"85,000.00",0.15
312,104030,d002,KSETO3,JP_1015,"55,000.00",0.15
1899,104031,d002,9OLSAT,JP_1018,,0.15
313,104032,d002,KSETO3,JP_1015,"55,000.00",0.15
702,104033,d004,KSETO3,JP_1029,"85,000.00",0.15
3652,104034,d001,KSETO3,JP_1008,"55,000.00",0.15
2477,104035,d005,KSETO3,JP_1037,"80,000.00",0.15
1633,104036,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
2262,104037,d003,KSETO3,JP_1023,"70,000.00",0.15
1249,104038,d002,KSETO3,JP_1016,"70,000.00",0.15
2025,104039,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1250,104040,d002,KSETO3,JP_1016,"70,000.00",0.15
2263,104041,d003,KSETO3,JP_1023,"70,000.00",0.15
3352,104042,d005,KSETO3,JP_1038,"110,000.00",0.15
4254,104043,d005,9OLSAT,JP_1040,"140,000.00",0.15
4255,104044,d005,9OLSAT,JP_1040,"140,000.00",0.15
3353,104045,d005,KSETO3,JP_1038,"110,000.00",0.15
3354,104046,d005,KSETO3,JP_1038,"110,000.00",0.15
1900,104047,d002,9OLSAT,JP_1018,,0.15
77,104048,d003,KSETO3,JP_1022,"75,000.00",0.15
1251,104049,d002,KSETO3,JP_1016,"70,000.00",0.15
314,104050,d002,KSETO3,JP_1015,"55,000.00",0.15
4424,104051,d004,6O0MT2,JP_1035,"75,000.00",0.1
1252,104052,d002,KSETO3,JP_1016,"70,000.00",0.15
1742,104053,d001,KSETO3,JP_1005,"50,000.00",0.15
1253,104054,d002,KSETO3,JP_1016,"70,000.00",0.15
3898,104055,d005,2Q35MD,JP_1039,"200,000.00",0.2
2146,104056,d001,KSETO3,JP_1006,"50,000.00",0.15
4849,104057,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
3355,104058,d005,KSETO3,JP_1038,"110,000.00",0.15
1254,104059,d002,KSETO3,JP_1016,"70,000.00",0.15
315,104060,d002,KSETO3,JP_1015,"55,000.00",0.15
4425,104061,d004,6O0MT2,JP_1035,"75,000.00",0.1
4850,104062,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
2525,104063,d002,KSETO3,JP_1020,"80,000.00",0.15
2478,104064,d005,KSETO3,JP_1037,"80,000.00",0.15
1255,104065,d002,KSETO3,JP_1016,"70,000.00",0.15
1256,104066,d002,KSETO3,JP_1016,"70,000.00",0.15
703,104067,d004,KSETO3,JP_1029,"85,000.00",0.15
4851,104068,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
3356,104069,d005,KSETO3,JP_1038,"110,000.00",0.15
3357,104070,d005,KSETO3,JP_1038,"110,000.00",0.15
3899,104071,d005,2Q35MD,JP_1039,"200,000.00",0.2
4256,104072,d005,9OLSAT,JP_1040,"140,000.00",0.15
3900,104073,d005,2Q35MD,JP_1039,"200,000.00",0.2
3358,104074,d005,KSETO3,JP_1038,"110,000.00",0.15
2264,104075,d003,KSETO3,JP_1023,"70,000.00",0.15
3359,104076,d005,KSETO3,JP_1038,"110,000.00",0.15
3360,104077,d005,KSETO3,JP_1038,"110,000.00",0.15
1257,104078,d002,KSETO3,JP_1016,"70,000.00",0.15
4426,104079,d004,6O0MT2,JP_1035,"75,000.00",0.1
1258,104080,d002,KSETO3,JP_1016,"70,000.00",0.15
4257,104081,d005,9OLSAT,JP_1040,"140,000.00",0.15
3361,104082,d005,KSETO3,JP_1038,"110,000.00",0.15
4258,104083,d005,9OLSAT,JP_1040,"140,000.00",0.15
3362,104084,d005,KSETO3,JP_1038,"110,000.00",0.15
3363,104085,d005,KSETO3,JP_1038,"110,000.00",0.15
3901,104086,d005,2Q35MD,JP_1039,"200,000.00",0.2
4641,104087,d003,6O0MT2,JP_1025,"120,000.00",0.1
1901,104088,d002,9OLSAT,JP_1018,,0.15
2265,104089,d003,KSETO3,JP_1023,"70,000.00",0.15
4642,104090,d003,6O0MT2,JP_1025,"120,000.00",0.1
4765,104091,d002,2Q35MD,JP_1021,"160,000.00",0.2
316,104092,d002,KSETO3,JP_1015,"55,000.00",0.15
1902,104093,d002,9OLSAT,JP_1018,,0.15
4766,104094,d002,2Q35MD,JP_1021,"160,000.00",0.2
4427,104095,d004,6O0MT2,JP_1035,"75,000.00",0.1
1259,104096,d002,KSETO3,JP_1016,"70,000.00",0.15
317,104097,d002,KSETO3,JP_1015,"55,000.00",0.15
1260,104098,d002,KSETO3,JP_1016,"70,000.00",0.15
704,104099,d004,KSETO3,JP_1029,"85,000.00",0.15
1687,104100,d001,KSETO3,JP_1004,"70,000.00",0.15
1634,104101,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
3902,104102,d005,2Q35MD,JP_1039,"200,000.00",0.2
3364,104103,d005,KSETO3,JP_1038,"110,000.00",0.15
4259,104104,d005,9OLSAT,JP_1040,"140,000.00",0.15
4260,104105,d005,9OLSAT,JP_1040,"140,000.00",0.15
1903,104106,d002,9OLSAT,JP_1018,,0.15
1904,104107,d002,9OLSAT,JP_1018,,0.15
1261,104108,d002,KSETO3,JP_1016,"70,000.00",0.15
705,104109,d004,KSETO3,JP_1029,"85,000.00",0.15
318,104110,d002,KSETO3,JP_1015,"55,000.00",0.15
706,104111,d004,KSETO3,JP_1029,"85,000.00",0.15
3903,104112,d005,2Q35MD,JP_1039,"200,000.00",0.2
2266,104113,d003,KSETO3,JP_1023,"70,000.00",0.15
3904,104114,d005,2Q35MD,JP_1039,"200,000.00",0.2
1905,104115,d002,9OLSAT,JP_1018,,0.15
1262,104116,d002,KSETO3,JP_1016,"70,000.00",0.15
78,104117,d003,KSETO3,JP_1022,"75,000.00",0.15
319,104118,d002,KSETO3,JP_1015,"55,000.00",0.15
4643,104119,d003,6O0MT2,JP_1025,"120,000.00",0.1
4428,104120,d004,6O0MT2,JP_1035,"75,000.00",0.1
707,104121,d004,KSETO3,JP_1029,"85,000.00",0.15
320,104122,d002,KSETO3,JP_1015,"55,000.00",0.15
4644,104123,d003,6O0MT2,JP_1025,"120,000.00",0.1
708,104124,d004,KSETO3,JP_1029,"85,000.00",0.15
1263,104125,d002,KSETO3,JP_1016,"70,000.00",0.15
1906,104126,d002,9OLSAT,JP_1018,,0.15
1743,104127,d001,KSETO3,JP_1005,"50,000.00",0.15
709,104128,d004,KSETO3,JP_1029,"85,000.00",0.15
1264,104129,d002,KSETO3,JP_1016,"70,000.00",0.15
1265,104130,d002,KSETO3,JP_1016,"70,000.00",0.15
321,104131,d002,KSETO3,JP_1015,"55,000.00",0.15
1266,104132,d002,KSETO3,JP_1016,"70,000.00",0.15
4261,104133,d005,9OLSAT,JP_1040,"140,000.00",0.15
3365,104134,d005,KSETO3,JP_1038,"110,000.00",0.15
3366,104135,d005,KSETO3,JP_1038,"110,000.00",0.15
3367,104136,d005,KSETO3,JP_1038,"110,000.00",0.15
3905,104137,d005,2Q35MD,JP_1039,"200,000.00",0.2
3906,104138,d005,2Q35MD,JP_1039,"200,000.00",0.2
3907,104139,d005,2Q35MD,JP_1039,"200,000.00",0.2
3908,104140,d005,2Q35MD,JP_1039,"200,000.00",0.2
4262,104141,d005,9OLSAT,JP_1040,"140,000.00",0.15
1267,104142,d002,KSETO3,JP_1016,"70,000.00",0.15
322,104143,d002,KSETO3,JP_1015,"55,000.00",0.15
1268,104144,d002,KSETO3,JP_1016,"70,000.00",0.15
3653,104145,d001,KSETO3,JP_1008,"55,000.00",0.15
3368,104146,d005,KSETO3,JP_1038,"110,000.00",0.15
3369,104147,d005,KSETO3,JP_1038,"110,000.00",0.15
3370,104148,d005,KSETO3,JP_1038,"110,000.00",0.15
4263,104149,d005,9OLSAT,JP_1040,"140,000.00",0.15
3909,104150,d005,2Q35MD,JP_1039,"200,000.00",0.2
3371,104151,d005,KSETO3,JP_1038,"110,000.00",0.15
2479,104152,d005,KSETO3,JP_1037,"80,000.00",0.15
2341,104153,d003,KSETO3,JP_1024,"85,000.00",0.15
3910,104154,d005,2Q35MD,JP_1039,"200,000.00",0.2
3911,104155,d005,2Q35MD,JP_1039,"200,000.00",0.2
3372,104156,d005,KSETO3,JP_1038,"110,000.00",0.15
3373,104157,d005,KSETO3,JP_1038,"110,000.00",0.15
3374,104158,d005,KSETO3,JP_1038,"110,000.00",0.15
3375,104159,d005,KSETO3,JP_1038,"110,000.00",0.15
3376,104160,d005,KSETO3,JP_1038,"110,000.00",0.15
1269,104161,d002,KSETO3,JP_1016,"70,000.00",0.15
1635,104162,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1270,104163,d002,KSETO3,JP_1016,"70,000.00",0.15
2480,104164,d005,KSETO3,JP_1037,"80,000.00",0.15
1395,104165,d004,2Q35MD,JP_1030,"175,000.00",0.2
2147,104166,d001,KSETO3,JP_1006,"50,000.00",0.15
2026,104167,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1271,104168,d002,KSETO3,JP_1016,"70,000.00",0.15
2342,104169,d003,KSETO3,JP_1024,"85,000.00",0.15
710,104170,d004,KSETO3,JP_1029,"85,000.00",0.15
4493,104171,d001,KSETO3,JP_1010,"70,000.00",0.15
4883,104172,d001,KSETO3,JP_1014,"65,000.00",0.15
1512,104173,d001,KSETO3,JP_1003,"65,000.00",0.15
2267,104174,d003,KSETO3,JP_1023,"70,000.00",0.15
4911,104175,d003,2Q35MD,JP_1028,"190,000.00",0.2
323,104176,d002,KSETO3,JP_1015,"55,000.00",0.15
1636,104177,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
3377,104178,d005,KSETO3,JP_1038,"110,000.00",0.15
1907,104179,d002,9OLSAT,JP_1018,,0.15
1637,104180,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
711,104181,d004,KSETO3,JP_1029,"85,000.00",0.15
712,104182,d004,KSETO3,JP_1029,"85,000.00",0.15
324,104183,d002,KSETO3,JP_1015,"55,000.00",0.15
2481,104184,d005,KSETO3,JP_1037,"80,000.00",0.15
4264,104185,d005,9OLSAT,JP_1040,"140,000.00",0.15
3912,104186,d005,2Q35MD,JP_1039,"200,000.00",0.2
3378,104187,d005,KSETO3,JP_1038,"110,000.00",0.15
2482,104188,d005,KSETO3,JP_1037,"80,000.00",0.15
3379,104189,d005,KSETO3,JP_1038,"110,000.00",0.15
3380,104190,d005,KSETO3,JP_1038,"110,000.00",0.15
1272,104191,d002,KSETO3,JP_1016,"70,000.00",0.15
325,104192,d002,KSETO3,JP_1015,"55,000.00",0.15
1273,104193,d002,KSETO3,JP_1016,"70,000.00",0.15
1274,104194,d002,KSETO3,JP_1016,"70,000.00",0.15
4429,104195,d004,6O0MT2,JP_1035,"75,000.00",0.1
1688,104196,d001,KSETO3,JP_1004,"70,000.00",0.15
1638,104197,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
4430,104198,d004,6O0MT2,JP_1035,"75,000.00",0.1
1275,104199,d002,KSETO3,JP_1016,"70,000.00",0.15
4852,104200,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
713,104201,d004,KSETO3,JP_1029,"85,000.00",0.15
1276,104202,d002,KSETO3,JP_1016,"70,000.00",0.15
1277,104203,d002,KSETO3,JP_1016,"70,000.00",0.15
3654,104204,d001,KSETO3,JP_1008,"55,000.00",0.15
4853,104205,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
2343,104206,d003,KSETO3,JP_1024,"85,000.00",0.15
1475,104207,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
326,104208,d002,KSETO3,JP_1015,"55,000.00",0.15
3381,104209,d005,KSETO3,JP_1038,"110,000.00",0.15
3382,104210,d005,KSETO3,JP_1038,"110,000.00",0.15
3383,104211,d005,KSETO3,JP_1038,"110,000.00",0.15
714,104212,d004,KSETO3,JP_1029,"85,000.00",0.15
715,104213,d004,KSETO3,JP_1029,"85,000.00",0.15
2268,104214,d003,KSETO3,JP_1023,"70,000.00",0.15
1278,104215,d002,KSETO3,JP_1016,"70,000.00",0.15
1279,104216,d002,KSETO3,JP_1016,"70,000.00",0.15
716,104217,d004,KSETO3,JP_1029,"85,000.00",0.15
717,104218,d004,KSETO3,JP_1029,"85,000.00",0.15
718,104219,d004,KSETO3,JP_1029,"85,000.00",0.15
719,104220,d004,KSETO3,JP_1029,"85,000.00",0.15
2483,104221,d005,KSETO3,JP_1037,"80,000.00",0.15
1280,104222,d002,KSETO3,JP_1016,"70,000.00",0.15
4431,104223,d004,6O0MT2,JP_1035,"75,000.00",0.1
3384,104224,d005,KSETO3,JP_1038,"110,000.00",0.15
3385,104225,d005,KSETO3,JP_1038,"110,000.00",0.15
3913,104226,d005,2Q35MD,JP_1039,"200,000.00",0.2
3386,104227,d005,KSETO3,JP_1038,"110,000.00",0.15
2027,104228,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
2526,104229,d002,KSETO3,JP_1020,"80,000.00",0.15
1281,104230,d002,KSETO3,JP_1016,"70,000.00",0.15
720,104231,d004,KSETO3,JP_1029,"85,000.00",0.15
4794,104232,d001,KSETO3,JP_1013,"75,000.00",0.15
721,104233,d004,KSETO3,JP_1029,"85,000.00",0.15
2028,104234,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
2269,104235,d003,KSETO3,JP_1023,"70,000.00",0.15
1639,104236,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
3655,104237,d001,KSETO3,JP_1008,"55,000.00",0.15
2270,104238,d003,KSETO3,JP_1023,"70,000.00",0.15
1493,104239,d001,KSETO3,JP_1002,"65,000.00",0.15
1744,104240,d001,KSETO3,JP_1005,"50,000.00",0.15
1282,104241,d002,KSETO3,JP_1016,"70,000.00",0.15
1908,104242,d002,9OLSAT,JP_1018,,0.15
1283,104243,d002,KSETO3,JP_1016,"70,000.00",0.15
2271,104244,d003,KSETO3,JP_1023,"70,000.00",0.15
1640,104245,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
3387,104246,d005,KSETO3,JP_1038,"110,000.00",0.15
1745,104247,d001,KSETO3,JP_1005,"50,000.00",0.15
3914,104248,d005,2Q35MD,JP_1039,"200,000.00",0.2
1476,104249,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
327,104250,d002,KSETO3,JP_1015,"55,000.00",0.15
3656,104251,d001,KSETO3,JP_1008,"55,000.00",0.15
79,104252,d003,KSETO3,JP_1022,"75,000.00",0.15
4432,104253,d004,6O0MT2,JP_1035,"75,000.00",0.1
3388,104254,d005,KSETO3,JP_1038,"110,000.00",0.15
4557,104255,d005,FFK1HB,JP_1041,"325,000.00",0.3
4854,104256,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
722,104257,d004,KSETO3,JP_1029,"85,000.00",0.15
3389,104258,d005,KSETO3,JP_1038,"110,000.00",0.15
3915,104259,d005,2Q35MD,JP_1039,"200,000.00",0.2
4265,104260,d005,9OLSAT,JP_1040,"140,000.00",0.15
3916,104261,d005,2Q35MD,JP_1039,"200,000.00",0.2
4266,104262,d005,9OLSAT,JP_1040,"140,000.00",0.15
3390,104263,d005,KSETO3,JP_1038,"110,000.00",0.15
3391,104264,d005,KSETO3,JP_1038,"110,000.00",0.15
2148,104265,d001,KSETO3,JP_1006,"50,000.00",0.15
2272,104266,d003,KSETO3,JP_1023,"70,000.00",0.15
1284,104267,d002,KSETO3,JP_1016,"70,000.00",0.15
80,104268,d003,KSETO3,JP_1022,"75,000.00",0.15
328,104269,d002,KSETO3,JP_1015,"55,000.00",0.15
1641,104270,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
723,104271,d004,KSETO3,JP_1029,"85,000.00",0.15
724,104272,d004,KSETO3,JP_1029,"85,000.00",0.15
1746,104273,d001,KSETO3,JP_1005,"50,000.00",0.15
1477,104274,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
1642,104275,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
1285,104276,d002,KSETO3,JP_1016,"70,000.00",0.15
3392,104277,d005,KSETO3,JP_1038,"110,000.00",0.15
1747,104278,d001,KSETO3,JP_1005,"50,000.00",0.15
4267,104279,d005,9OLSAT,JP_1040,"140,000.00",0.15
4268,104280,d005,9OLSAT,JP_1040,"140,000.00",0.15
3393,104281,d005,KSETO3,JP_1038,"110,000.00",0.15
1643,104282,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
4494,104283,d001,KSETO3,JP_1010,"70,000.00",0.15
1478,104284,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
1286,104285,d002,KSETO3,JP_1016,"70,000.00",0.15
3394,104286,d005,KSETO3,JP_1038,"110,000.00",0.15
3395,104287,d005,KSETO3,JP_1038,"110,000.00",0.15
3396,104288,d005,KSETO3,JP_1038,"110,000.00",0.15
2484,104289,d005,KSETO3,JP_1037,"80,000.00",0.15
4855,104290,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
725,104291,d004,KSETO3,JP_1029,"85,000.00",0.15
1479,104292,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
1287,104293,d002,KSETO3,JP_1016,"70,000.00",0.15
1748,104294,d001,KSETO3,JP_1005,"50,000.00",0.15
3657,104295,d001,KSETO3,JP_1008,"55,000.00",0.15
1480,104296,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
4735,104297,d001,FFK1HB,JP_1012,"225,000.00",0.3
1288,104298,d002,KSETO3,JP_1016,"70,000.00",0.15
4433,104299,d004,6O0MT2,JP_1035,"75,000.00",0.1
1481,104300,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
4434,104301,d004,6O0MT2,JP_1035,"75,000.00",0.1
1644,104302,d004,ZO9DQZ,JP_1032,"120,000.00",0.2
3917,104303,d005,2Q35MD,JP_1039,"200,000.00",0.2
3397,104304,d005,KSETO3,JP_1038,"110,000.00",0.15
3918,104305,d005,2Q35MD,JP_1039,"200,000.00",0.2
1396,104306,d004,2Q35MD,JP_1030,"175,000.00",0.2
726,104307,d004,KSETO3,JP_1029,"85,000.00",0.15
2485,104308,d005,KSETO3,JP_1037,"80,000.00",0.15
3398,104309,d005,KSETO3,JP_1038,"110,000.00",0.15
4269,104310,d005,9OLSAT,JP_1040,"140,000.00",0.15
3658,104311,d001,KSETO3,JP_1008,"55,000.00",0.15
81,104312,d003,KSETO3,JP_1022,"75,000.00",0.15
1289,104313,d002,KSETO3,JP_1016,"70,000.00",0.15
3399,104314,d005,KSETO3,JP_1038,"110,000.00",0.15
3400,104315,d005,KSETO3,JP_1038,"110,000.00",0.15
3401,104316,d005,KSETO3,JP_1038,"110,000.00",0.15
4270,104317,d005,9OLSAT,JP_1040,"140,000.00",0.15
3919,104318,d005,2Q35MD,JP_1039,"200,000.00",0.2
3920,104319,d005,2Q35MD,JP_1039,"200,000.00",0.2
3402,104320,d005,KSETO3,JP_1038,"110,000.00",0.15
1290,104321,d002,KSETO3,JP_1016,"70,000.00",0.15
3659,104322,d001,KSETO3,JP_1008,"55,000.00",0.15
1909,104323,d002,9OLSAT,JP_1018,,0.15
727,104324,d004,KSETO3,JP_1029,"85,000.00",0.15
728,104325,d004,KSETO3,JP_1029,"85,000.00",0.15
729,104326,d004,KSETO3,JP_1029,"85,000.00",0.15
1291,104327,d002,KSETO3,JP_1016,"70,000.00",0.15
34,104328,d001,ZO9DQZ,JP_1001,,0.2
730,104329,d004,KSETO3,JP_1029,"85,000.00",0.15
731,104330,d004,KSETO3,JP_1029,"85,000.00",0.15
1910,104331,d002,9OLSAT,JP_1018,,0.15
4435,104332,d004,6O0MT2,JP_1035,"75,000.00",0.1
3403,104333,d005,KSETO3,JP_1038,"110,000.00",0.15
4558,104334,d005,FFK1HB,JP_1041,"325,000.00",0.3
3404,104335,d005,KSETO3,JP_1038,"110,000.00",0.15
329,104336,d002,KSETO3,JP_1015,"55,000.00",0.15
1397,104337,d004,2Q35MD,JP_1030,"175,000.00",0.2
732,104338,d004,KSETO3,JP_1029,"85,000.00",0.15
1292,104339,d002,KSETO3,JP_1016,"70,000.00",0.15
1749,104340,d001,KSETO3,JP_1005,"50,000.00",0.15
3405,104341,d005,KSETO3,JP_1038,"110,000.00",0.15
4495,104342,d001,KSETO3,JP_1010,"70,000.00",0.15
3921,104343,d005,2Q35MD,JP_1039,"200,000.00",0.2
3922,104344,d005,2Q35MD,JP_1039,"200,000.00",0.2
4436,104345,d004,6O0MT2,JP_1035,"75,000.00",0.1
1293,104346,d002,KSETO3,JP_1016,"70,000.00",0.15
2029,104347,d002,ZO9DQZ,JP_1019,"85,000.00",0.2
1294,104348,d002,KSETO3,JP_1016,"70,000.00",0.15
733,104349,d004,KSETO3,JP_1029,"85,000.00",0.15
1295,104350,d002,KSETO3,JP_1016,"70,000.00",0.15
4705,104351,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
4437,104352,d004,6O0MT2,JP_1035,"75,000.00",0.1
330,104353,d002,KSETO3,JP_1015,"55,000.00",0.15
734,104354,d004,KSETO3,JP_1029,"85,000.00",0.15
331,104355,d002,KSETO3,JP_1015,"55,000.00",0.15
1296,104356,d002,KSETO3,JP_1016,"70,000.00",0.15
735,104357,d004,KSETO3,JP_1029,"85,000.00",0.15
2527,104358,d002,KSETO3,JP_1020,"80,000.00",0.15
332,104359,d002,KSETO3,JP_1015,"55,000.00",0.15
1297,104360,d002,KSETO3,JP_1016,"70,000.00",0.15
4767,104361,d002,2Q35MD,JP_1021,"160,000.00",0.2
333,104362,d002,KSETO3,JP_1015,"55,000.00",0.15
4706,104363,d001,ZO9DQZ,JP_1011,"120,000.00",0.15
736,104364,d004,KSETO3,JP_1029,"85,000.00",0.15
4271,104365,d005,9OLSAT,JP_1040,"140,000.00",0.15
4438,104366,d004,6O0MT2,JP_1035,"75,000.00",0.1
1482,104367,d004,ZO9DQZ,JP_1031,"140,000.00",0.2
334,104368,d002,KSETO3,JP_1015,"55,000.00",0.15
3406,104369,d005,KSETO3,JP_1038,"110,000.00",0.15
3923,104370,d005,2Q35MD,JP_1039,"200,000.00",0.2
4768,104371,d002,2Q35MD,JP_1021,"160,000.00",0.2
737,104372,d004,KSETO3,JP_1029,"85,000.00",0.15
1750,104373,d001,KSETO3,JP_1005,"50,000.00",0.15
1298,104374,d002,KSETO3,JP_1016,"70,000.00",0.15
738,104375,d004,KSETO3,JP_1029,"85,000.00",0.15
739,104376,d004,KSETO3,JP_1029,"85,000.00",0.15
1299,104377,d002,KSETO3,JP_1016,"70,000.00",0.15
3660,104378,d001,KSETO3,JP_1008,"55,000.00",0.15
1300,104379,d002,KSETO3,JP_1016,"70,000.00",0.15
4439,104380,d004,6O0MT2,JP_1035,"75,000.00",0.1
4272,104381,d005,9OLSAT,JP_1040,"140,000.00",0.15
3407,104382,d005,KSETO3,JP_1038,"110,000.00",0.15
4559,104383,d005,FFK1HB,JP_1041,"325,000.00",0.3
4273,104384,d005,9OLSAT,JP_1040,"140,000.00",0.15
3408,104385,d005,KSETO3,JP_1038,"110,000.00",0.15
3924,104386,d005,2Q35MD,JP_1039,"200,000.00",0.2
4440,104387,d004,6O0MT2,JP_1035,"75,000.00",0.1
1301,104388,d002,KSETO3,JP_1016,"70,000.00",0.15
2486,104389,d005,KSETO3,JP_1037,"80,000.00",0.15
4274,104390,d005,9OLSAT,JP_1040,"140,000.00",0.15
4856,104391,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
2149,104392,d001,KSETO3,JP_1006,"50,000.00",0.15
335,104393,d002,KSETO3,JP_1015,"55,000.00",0.15
740,104394,d004,KSETO3,JP_1029,"85,000.00",0.15
1398,104395,d004,2Q35MD,JP_1030,"175,000.00",0.2
4275,104396,d005,9OLSAT,JP_1040,"140,000.00",0.15
4276,104397,d005,9OLSAT,JP_1040,"140,000.00",0.15
3409,104398,d005,KSETO3,JP_1038,"110,000.00",0.15
4277,104399,d005,9OLSAT,JP_1040,"140,000.00",0.15
4912,104400,d003,2Q35MD,JP_1028,"190,000.00",0.2
82,104401,d003,KSETO3,JP_1022,"75,000.00",0.15
4560,104402,d005,FFK1HB,JP_1041,"325,000.00",0.3
3410,104403,d005,KSETO3,JP_1038,"110,000.00",0.15
3411,104404,d005,KSETO3,JP_1038,"110,000.00",0.15
1302,104405,d002,KSETO3,JP_1016,"70,000.00",0.15
1911,104406,d002,9OLSAT,JP_1018,,0.15
4857,104407,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
741,104408,d004,KSETO3,JP_1029,"85,000.00",0.15
2528,104409,d002,KSETO3,JP_1020,"80,000.00",0.15
3412,104410,d005,KSETO3,JP_1038,"110,000.00",0.15
3925,104411,d005,2Q35MD,JP_1039,"200,000.00",0.2
4561,104412,d005,FFK1HB,JP_1041,"325,000.00",0.3
4278,104413,d005,9OLSAT,JP_1040,"140,000.00",0.15
4279,104414,d005,9OLSAT,JP_1040,"140,000.00",0.15
83,104415,d003,KSETO3,JP_1022,"75,000.00",0.15
3926,104416,d005,2Q35MD,JP_1039,"200,000.00",0.2
1303,104417,d002,KSETO3,JP_1016,"70,000.00",0.15
4884,104418,d001,KSETO3,JP_1014,"65,000.00",0.15
1304,104419,d002,KSETO3,JP_1016,"70,000.00",0.15
1305,104420,d002,KSETO3,JP_1016,"70,000.00",0.15
3413,104421,d005,KSETO3,JP_1038,"110,000.00",0.15
3414,104422,d005,KSETO3,JP_1038,"110,000.00",0.15
1513,104423,d001,KSETO3,JP_1003,"65,000.00",0.15
1306,104424,d002,KSETO3,JP_1016,"70,000.00",0.15
1307,104425,d002,KSETO3,JP_1016,"70,000.00",0.15
3927,104426,d005,2Q35MD,JP_1039,"200,000.00",0.2
3415,104427,d005,KSETO3,JP_1038,"110,000.00",0.15
3928,104428,d005,2Q35MD,JP_1039,"200,000.00",0.2
4858,104429,d003,ZO9DQZ,JP_1027,"130,000.00",0.2
3416,104430,d005,KSETO3,JP_1038,"110,000.00",0.15
1689,104431,d001,KSETO3,JP_1004,"70,000.00",0.15
3417,104432,d005,KSETO3,JP_1038,"110,000.00",0.15
3929,104433,d005,2Q35MD,JP_1039,"200,000.00",0.2
